year,state,month,number,date
2000,Piau,Dezembro,79,20000101
2001,Piau,Dezembro,230,20010101
2002,Piau,Dezembro,373,20020101
2003,Piau,Dezembro,459,20030101
2004,Piau,Dezembro,788,20040101
2005,Piau,Dezembro,486,20050101
2006,Piau,Dezembro,339,20060101
2007,Piau,Dezembro,317,20070101
2008,Piau,Dezembro,329,20080101
2009,Piau,Dezembro,570,20090101
2010,Piau,Dezembro,357,20100101
2011,Piau,Dezembro,362,20110101
2012,Piau,Dezembro,334,20120101
2013,Piau,Dezembro,468,20130101
2014,Piau,Dezembro,346,20140101
2015,Piau,Dezembro,626,20150101
2016,Piau,Dezembro,374,20160101
1998,Rondonia,Janeiro,0,19980101
1999,Rondonia,Janeiro,1,19990101
2000,Rondonia,Janeiro,0,20000101
2001,Rondonia,Janeiro,0,20010101
2002,Rondonia,Janeiro,6,20020101
2003,Rondonia,Janeiro,62,20030101
2004,Rondonia,Janeiro,30,20040101
2005,Rondonia,Janeiro,99,20050101
2006,Rondonia,Janeiro,16,20060101
2007,Rondonia,Janeiro,33,20070101
2008,Rondonia,Janeiro,4,20080101
2009,Rondonia,Janeiro,17,20090101
2010,Rondonia,Janeiro,18,20100101
2011,Rondonia,Janeiro,1,20110101
2012,Rondonia,Janeiro,2,20120101
2013,Rondonia,Janeiro,7,20130101
2014,Rondonia,Janeiro,12,20140101
2015,Rondonia,Janeiro,30,20150101
2016,Rondonia,Janeiro,93,20160101
2017,Rondonia,Janeiro,44,20170101
1998,Rondonia,Fevereiro,0,19980101
1999,Rondonia,Fevereiro,1,19990101
2000,Rondonia,Fevereiro,6,20000101
2001,Rondonia,Fevereiro,2,20010101
2002,Rondonia,Fevereiro,8,20020101
2003,Rondonia,Fevereiro,10,20030101
2004,Rondonia,Fevereiro,12,20040101
2005,Rondonia,Fevereiro,42,20050101
2006,Rondonia,Fevereiro,17,20060101
2007,Rondonia,Fevereiro,8,20070101
2008,Rondonia,Fevereiro,7,20080101
2009,Rondonia,Fevereiro,1,20090101
2010,Rondonia,Fevereiro,9,20100101
2011,Rondonia,Fevereiro,2,20110101
2012,Rondonia,Fevereiro,9,20120101
2013,Rondonia,Fevereiro,8,20130101
2014,Rondonia,Fevereiro,5,20140101
2015,Rondonia,Fevereiro,22,20150101
2016,Rondonia,Fevereiro,88,20160101
2017,Rondonia,Fevereiro,10,20170101
1998,Rondonia,Mar�o,0,19980101
1999,Rondonia,Mar�o,8,19990101
2000,Rondonia,Mar�o,9,20000101
2001,Rondonia,Mar�o,0,20010101
2002,Rondonia,Mar�o,1,20020101
2003,Rondonia,Mar�o,13,20030101
2004,Rondonia,Mar�o,20,20040101
2005,Rondonia,Mar�o,17,20050101
2006,Rondonia,Mar�o,15,20060101
2007,Rondonia,Mar�o,20,20070101
2008,Rondonia,Mar�o,2,20080101
2009,Rondonia,Mar�o,12,20090101
2010,Rondonia,Mar�o,11,20100101
2011,Rondonia,Mar�o,6,20110101
2012,Rondonia,Mar�o,6,20120101
2013,Rondonia,Mar�o,23,20130101
2014,Rondonia,Mar�o,13,20140101
2015,Rondonia,Mar�o,15,20150101
2016,Rondonia,Mar�o,25,20160101
2017,Rondonia,Mar�o,21,20170101
1998,Rondonia,Abril,0,19980101
1999,Rondonia,Abril,3,19990101
2000,Rondonia,Abril,0,20000101
2001,Rondonia,Abril,0,20010101
2002,Rondonia,Abril,3,20020101
2003,Rondonia,Abril,10,20030101
2004,Rondonia,Abril,14,20040101
2005,Rondonia,Abril,7,20050101
2006,Rondonia,Abril,0,20060101
2007,Rondonia,Abril,0,20070101
2008,Rondonia,Abril,8,20080101
2009,Rondonia,Abril,3,20090101
2010,Rondonia,Abril,19,20100101
2011,Rondonia,Abril,8,20110101
2012,Rondonia,Abril,12,20120101
2013,Rondonia,Abril,9,20130101
2014,Rondonia,Abril,15,20140101
2015,Rondonia,Abril,15,20150101
2016,Rondonia,Abril,59,20160101
2017,Rondonia,Abril,19,20170101
1998,Rondonia,Maio,0,19980101
1999,Rondonia,Maio,3,19990101
2000,Rondonia,Maio,13,20000101
2001,Rondonia,Maio,5,20010101
2002,Rondonia,Maio,10,20020101
2003,Rondonia,Maio,21,20030101
2004,Rondonia,Maio,9,20040101
2005,Rondonia,Maio,38,20050101
2006,Rondonia,Maio,7,20060101
2007,Rondonia,Maio,4,20070101
2008,Rondonia,Maio,1,20080101
2009,Rondonia,Maio,6,20090101
2010,Rondonia,Maio,41,20100101
2011,Rondonia,Maio,54,20110101
2012,Rondonia,Maio,22,20120101
2013,Rondonia,Maio,9,20130101
2014,Rondonia,Maio,28,20140101
2015,Rondonia,Maio,13,20150101
2016,Rondonia,Maio,44,20160101
2017,Rondonia,Maio,31,20170101
1998,Rondonia,Junho,26,19980101
1999,Rondonia,Junho,10,19990101
2000,Rondonia,Junho,54,20000101
2001,Rondonia,Junho,31,20010101
2002,Rondonia,Junho,141,20020101
2003,Rondonia,Junho,74,20030101
2004,Rondonia,Junho,151,20040101
2005,Rondonia,Junho,153,20050101
2006,Rondonia,Junho,40,20060101
2007,Rondonia,Junho,71,20070101
2008,Rondonia,Junho,11,20080101
2009,Rondonia,Junho,13,20090101
2010,Rondonia,Junho,44,20100101
2011,Rondonia,Junho,130,20110101
2012,Rondonia,Junho,32,20120101
2013,Rondonia,Junho,22,20130101
2014,Rondonia,Junho,92,20140101
2015,Rondonia,Junho,119,20150101
2016,Rondonia,Junho,170,20160101
2017,Rondonia,Junho,192,20170101
1998,Rondonia,Julho,365,19980101
1999,Rondonia,Julho,135,19990101
2000,Rondonia,Julho,117,20000101
2001,Rondonia,Julho,74,20010101
2002,Rondonia,Julho,539,20020101
2003,Rondonia,Julho,516,20030101
2004,Rondonia,Julho,1.233,20040101
2005,Rondonia,Julho,798,20050101
2006,Rondonia,Julho,314,20060101
2007,Rondonia,Julho,187,20070101
2008,Rondonia,Julho,138,20080101
2009,Rondonia,Julho,110,20090101
2010,Rondonia,Julho,747,20100101
2011,Rondonia,Julho,293,20110101
2012,Rondonia,Julho,205,20120101
2013,Rondonia,Julho,117,20130101
2014,Rondonia,Julho,192,20140101
2015,Rondonia,Julho,423,20150101
2016,Rondonia,Julho,969,20160101
2017,Rondonia,Julho,1.28,20170101
1998,Rondonia,Agosto,2.254,19980101
1999,Rondonia,Agosto,1.976,19990101
2000,Rondonia,Agosto,2.197,20000101
2001,Rondonia,Agosto,2.132,20010101
2002,Rondonia,Agosto,3.465,20020101
2003,Rondonia,Agosto,7.06,20030101
2004,Rondonia,Agosto,6.893,20040101
2005,Rondonia,Agosto,6.672,20050101
2006,Rondonia,Agosto,3.124,20060101
2007,Rondonia,Agosto,4.786,20070101
2008,Rondonia,Agosto,1.251,20080101
2009,Rondonia,Agosto,484,20090101
2010,Rondonia,Agosto,4.388,20100101
2011,Rondonia,Agosto,1.161,20110101
2012,Rondonia,Agosto,2.209,20120101
2013,Rondonia,Agosto,885,20130101
2014,Rondonia,Agosto,3.038,20140101
2015,Rondonia,Agosto,3.762,20150101
2016,Rondonia,Agosto,3.675,20160101
2017,Rondonia,Agosto,4.287,20170101
1998,Rondonia,Setembro,3.753,19980101
1999,Rondonia,Setembro,3.062,19990101
2000,Rondonia,Setembro,2.438,20000101
2001,Rondonia,Setembro,1.927,20010101
2002,Rondonia,Setembro,7.067,20020101
2003,Rondonia,Setembro,6.89,20030101
2004,Rondonia,Setembro,13.05,20040101
2005,Rondonia,Setembro,13.972,20050101
2006,Rondonia,Setembro,9.92,20060101
2007,Rondonia,Setembro,6.832,20070101
2008,Rondonia,Setembro,3.726,20080101
2009,Rondonia,Setembro,1.869,20090101
2010,Rondonia,Setembro,4.893,20100101
2011,Rondonia,Setembro,1.782,20110101
2012,Rondonia,Setembro,2.471,20120101
2013,Rondonia,Setembro,1.776,20130101
2014,Rondonia,Setembro,2.8,20140101
2015,Rondonia,Setembro,6.129,20150101
2016,Rondonia,Setembro,4.208,20160101
2017,Rondonia,Setembro,5.638,20170101
1998,Rondonia,Outubro,483,19980101
1999,Rondonia,Outubro,1.884,19990101
2000,Rondonia,Outubro,644,20000101
2001,Rondonia,Outubro,796,20010101
2002,Rondonia,Outubro,3.554,20020101
2003,Rondonia,Outubro,4.962,20030101
2004,Rondonia,Outubro,3.094,20040101
2005,Rondonia,Outubro,2.559,20050101
2006,Rondonia,Outubro,1.148,20060101
2007,Rondonia,Outubro,2.023,20070101
2008,Rondonia,Outubro,1.482,20080101
2009,Rondonia,Outubro,1.444,20090101
2010,Rondonia,Outubro,1.307,20100101
2011,Rondonia,Outubro,822,20110101
2012,Rondonia,Outubro,1.229,20120101
2013,Rondonia,Outubro,555,20130101
2014,Rondonia,Outubro,1.063,20140101
2015,Rondonia,Outubro,2.598,20150101
2016,Rondonia,Outubro,1.844,20160101
2017,Rondonia,Outubro,2.19,20170101
1998,Rondonia,Novembro,3,19980101
1999,Rondonia,Novembro,41,19990101
2000,Rondonia,Novembro,13,20000101
2001,Rondonia,Novembro,91,20010101
2002,Rondonia,Novembro,639,20020101
2003,Rondonia,Novembro,526,20030101
2004,Rondonia,Novembro,452,20040101
2005,Rondonia,Novembro,465,20050101
2006,Rondonia,Novembro,253,20060101
2007,Rondonia,Novembro,53,20070101
2008,Rondonia,Novembro,78,20080101
2009,Rondonia,Novembro,128,20090101
2010,Rondonia,Novembro,238,20100101
2011,Rondonia,Novembro,245,20110101
2012,Rondonia,Novembro,174,20120101
2013,Rondonia,Novembro,108,20130101
2014,Rondonia,Novembro,202,20140101
2015,Rondonia,Novembro,1.002,20150101
2016,Rondonia,Novembro,401,20160101
2017,Rondonia,Novembro,372,20170101
1998,Rondonia,Dezembro,33,19980101
1999,Rondonia,Dezembro,0,19990101
2000,Rondonia,Dezembro,7,20000101
2001,Rondonia,Dezembro,1,20010101
2002,Rondonia,Dezembro,91,20020101
2003,Rondonia,Dezembro,214,20030101
2004,Rondonia,Dezembro,208,20040101
2005,Rondonia,Dezembro,36,20050101
2006,Rondonia,Dezembro,4,20060101
2007,Rondonia,Dezembro,6,20070101
2008,Rondonia,Dezembro,2,20080101
2009,Rondonia,Dezembro,9,20090101
2010,Rondonia,Dezembro,158,20100101
2011,Rondonia,Dezembro,37,20110101
2012,Rondonia,Dezembro,50,20120101
2013,Rondonia,Dezembro,143,20130101
2014,Rondonia,Dezembro,144,20140101
2015,Rondonia,Dezembro,282,20150101
2016,Rondonia,Dezembro,148,20160101
1998,Roraima,Janeiro,0,19980101
1999,Roraima,Janeiro,15,19990101
2000,Roraima,Janeiro,18,20000101
2001,Roraima,Janeiro,101,20010101
2002,Roraima,Janeiro,302,20020101
2003,Roraima,Janeiro,547,20030101
2004,Roraima,Janeiro,355,20040101
2005,Roraima,Janeiro,106,20050101
2006,Roraima,Janeiro,70,20060101
2007,Roraima,Janeiro,194,20070101
2008,Roraima,Janeiro,245,20080101
2009,Roraima,Janeiro,45,20090101
2010,Roraima,Janeiro,351,20100101
2011,Roraima,Janeiro,225,20110101
2012,Roraima,Janeiro,217,20120101
2013,Roraima,Janeiro,397,20130101
2014,Roraima,Janeiro,355,20140101
2015,Roraima,Janeiro,330,20150101
2016,Roraima,Janeiro,1.754,20160101
2017,Roraima,Janeiro,108,20170101
1998,Roraima,Fevereiro,0,19980101
1999,Roraima,Fevereiro,20,19990101
2000,Roraima,Fevereiro,57,20000101
2001,Roraima,Fevereiro,646,20010101
2002,Roraima,Fevereiro,476,20020101
2003,Roraima,Fevereiro,767,20030101
2004,Roraima,Fevereiro,259,20040101
2005,Roraima,Fevereiro,105,20050101
2006,Roraima,Fevereiro,283,20060101
2007,Roraima,Fevereiro,796,20070101
2008,Roraima,Fevereiro,138,20080101
2009,Roraima,Fevereiro,153,20090101
2010,Roraima,Fevereiro,470,20100101
2011,Roraima,Fevereiro,112,20110101
2012,Roraima,Fevereiro,130,20120101
2013,Roraima,Fevereiro,62,20130101
2014,Roraima,Fevereiro,226,20140101
2015,Roraima,Fevereiro,418,20150101
2016,Roraima,Fevereiro,171,20160101
2017,Roraima,Fevereiro,129,20170101
1998,Roraima,Mar�o,0,19980101
1999,Roraima,Mar�o,98,19990101
2000,Roraima,Mar�o,125,20000101
2001,Roraima,Mar�o,1.108,20010101
2002,Roraima,Mar�o,820,20020101
2003,Roraima,Mar�o,1.131,20030101
2004,Roraima,Mar�o,276,20040101
2005,Roraima,Mar�o,244,20050101
2006,Roraima,Mar�o,385,20060101
2007,Roraima,Mar�o,665,20070101
2008,Roraima,Mar�o,422,20080101
2009,Roraima,Mar�o,176,20090101
2010,Roraima,Mar�o,417,20100101
2011,Roraima,Mar�o,91,20110101
2012,Roraima,Mar�o,99,20120101
2013,Roraima,Mar�o,179,20130101
2014,Roraima,Mar�o,494,20140101
2015,Roraima,Mar�o,163,20150101
2016,Roraima,Mar�o,1.081,20160101
2017,Roraima,Mar�o,216,20170101
1998,Roraima,Abril,0,19980101
1999,Roraima,Abril,16,19990101
2000,Roraima,Abril,0,20000101
2001,Roraima,Abril,380,20010101
2002,Roraima,Abril,41,20020101
2003,Roraima,Abril,268,20030101
2004,Roraima,Abril,182,20040101
2005,Roraima,Abril,22,20050101
2006,Roraima,Abril,201,20060101
2007,Roraima,Abril,58,20070101
2008,Roraima,Abril,175,20080101
2009,Roraima,Abril,115,20090101
2010,Roraima,Abril,15,20100101
2011,Roraima,Abril,108,20110101
2012,Roraima,Abril,25,20120101
2013,Roraima,Abril,87,20130101
2014,Roraima,Abril,162,20140101
2015,Roraima,Abril,278,20150101
2016,Roraima,Abril,126,20160101
2017,Roraima,Abril,51,20170101
1998,Roraima,Maio,0,19980101
1999,Roraima,Maio,0,19990101
2000,Roraima,Maio,7,20000101
2001,Roraima,Maio,9,20010101
2002,Roraima,Maio,0,20020101
2003,Roraima,Maio,0,20030101
2004,Roraima,Maio,2,20040101
2005,Roraima,Maio,1,20050101
2006,Roraima,Maio,0,20060101
2007,Roraima,Maio,0,20070101
2008,Roraima,Maio,8,20080101
2009,Roraima,Maio,219,20090101
2010,Roraima,Maio,3,20100101
2011,Roraima,Maio,4,20110101
2012,Roraima,Maio,18,20120101
2013,Roraima,Maio,4,20130101
2014,Roraima,Maio,58,20140101
2015,Roraima,Maio,12,20150101
2016,Roraima,Maio,22,20160101
2017,Roraima,Maio,29,20170101
1998,Roraima,Junho,0,19980101
1999,Roraima,Junho,3,19990101
2000,Roraima,Junho,0,20000101
2001,Roraima,Junho,1,20010101
2002,Roraima,Junho,0,20020101
2003,Roraima,Junho,0,20030101
2004,Roraima,Junho,6,20040101
2005,Roraima,Junho,5,20050101
2006,Roraima,Junho,0,20060101
2007,Roraima,Junho,1,20070101
2008,Roraima,Junho,0,20080101
2009,Roraima,Junho,16,20090101
2010,Roraima,Junho,0,20100101
2011,Roraima,Junho,6,20110101
2012,Roraima,Junho,22,20120101
2013,Roraima,Junho,6,20130101
2014,Roraima,Junho,4,20140101
2015,Roraima,Junho,3,20150101
2016,Roraima,Junho,7,20160101
2017,Roraima,Junho,4,20170101
1998,Roraima,Julho,1,19980101
1999,Roraima,Julho,4,19990101
2000,Roraima,Julho,0,20000101
2001,Roraima,Julho,1,20010101
2002,Roraima,Julho,7,20020101
2003,Roraima,Julho,0,20030101
2004,Roraima,Julho,2,20040101
2005,Roraima,Julho,2,20050101
2006,Roraima,Julho,0,20060101
2007,Roraima,Julho,3,20070101
2008,Roraima,Julho,0,20080101
2009,Roraima,Julho,18,20090101
2010,Roraima,Julho,1,20100101
2011,Roraima,Julho,9,20110101
2012,Roraima,Julho,2,20120101
2013,Roraima,Julho,4,20130101
2014,Roraima,Julho,9,20140101
2015,Roraima,Julho,5,20150101
2016,Roraima,Julho,0,20160101
2017,Roraima,Julho,3,20170101
1998,Roraima,Agosto,0,19980101
1999,Roraima,Agosto,1,19990101
2000,Roraima,Agosto,9,20000101
2001,Roraima,Agosto,4,20010101
2002,Roraima,Agosto,7,20020101
2003,Roraima,Agosto,2,20030101
2004,Roraima,Agosto,18,20040101
2005,Roraima,Agosto,9,20050101
2006,Roraima,Agosto,4,20060101
2007,Roraima,Agosto,2,20070101
2008,Roraima,Agosto,4,20080101
2009,Roraima,Agosto,29,20090101
2010,Roraima,Agosto,3,20100101
2011,Roraima,Agosto,39,20110101
2012,Roraima,Agosto,4,20120101
2013,Roraima,Agosto,3,20130101
2014,Roraima,Agosto,12,20140101
2015,Roraima,Agosto,11,20150101
2016,Roraima,Agosto,11,20160101
2017,Roraima,Agosto,35,20170101
1998,Roraima,Setembro,2,19980101
1999,Roraima,Setembro,3,19990101
2000,Roraima,Setembro,12,20000101
2001,Roraima,Setembro,1,20010101
2002,Roraima,Setembro,48,20020101
2003,Roraima,Setembro,6,20030101
2004,Roraima,Setembro,9,20040101
2005,Roraima,Setembro,72,20050101
2006,Roraima,Setembro,40,20060101
2007,Roraima,Setembro,9,20070101
2008,Roraima,Setembro,17,20080101
2009,Roraima,Setembro,117,20090101
2010,Roraima,Setembro,18,20100101
2011,Roraima,Setembro,53,20110101
2012,Roraima,Setembro,67,20120101
2013,Roraima,Setembro,18,20130101
2014,Roraima,Setembro,67,20140101
2015,Roraima,Setembro,77,20150101
2016,Roraima,Setembro,19,20160101
2017,Roraima,Setembro,43,20170101
1998,Roraima,Outubro,1,19980101
1999,Roraima,Outubro,10,19990101
2000,Roraima,Outubro,25,20000101
2001,Roraima,Outubro,13,20010101
2002,Roraima,Outubro,191,20020101
2003,Roraima,Outubro,14,20030101
2004,Roraima,Outubro,53,20040101
2005,Roraima,Outubro,88,20050101
2006,Roraima,Outubro,135,20060101
2007,Roraima,Outubro,15,20070101
2008,Roraima,Outubro,78,20080101
2009,Roraima,Outubro,197,20090101
2010,Roraima,Outubro,64,20100101
2011,Roraima,Outubro,65,20110101
2012,Roraima,Outubro,152,20120101
2013,Roraima,Outubro,63,20130101
2014,Roraima,Outubro,61,20140101
2015,Roraima,Outubro,181,20150101
2016,Roraima,Outubro,101,20160101
2017,Roraima,Outubro,156,20170101
1998,Roraima,Novembro,1,19980101
1999,Roraima,Novembro,15,19990101
2000,Roraima,Novembro,32,20000101
2001,Roraima,Novembro,76,20010101
2002,Roraima,Novembro,133,20020101
2003,Roraima,Novembro,27,20030101
2004,Roraima,Novembro,135,20040101
2005,Roraima,Novembro,135,20050101
2006,Roraima,Novembro,26,20060101
2007,Roraima,Novembro,112,20070101
2008,Roraima,Novembro,39,20080101
2009,Roraima,Novembro,312,20090101
2010,Roraima,Novembro,27,20100101
2011,Roraima,Novembro,121,20110101
2012,Roraima,Novembro,187,20120101
2013,Roraima,Novembro,106,20130101
2014,Roraima,Novembro,143,20140101
2015,Roraima,Novembro,280,20150101
2016,Roraima,Novembro,71,20160101
2017,Roraima,Novembro,327,20170101
1998,Roraima,Dezembro,16,19980101
1999,Roraima,Dezembro,35,19990101
2000,Roraima,Dezembro,77,20000101
2001,Roraima,Dezembro,76,20010101
2002,Roraima,Dezembro,199,20020101
2003,Roraima,Dezembro,157,20030101
2004,Roraima,Dezembro,160,20040101
2005,Roraima,Dezembro,71,20050101
2006,Roraima,Dezembro,101,20060101
2007,Roraima,Dezembro,8,20070101
2008,Roraima,Dezembro,5,20080101
2009,Roraima,Dezembro,290,20090101
2010,Roraima,Dezembro,73,20100101
2011,Roraima,Dezembro,249,20110101
2012,Roraima,Dezembro,78,20120101
2013,Roraima,Dezembro,65,20130101
2014,Roraima,Dezembro,277,20140101
2015,Roraima,Dezembro,304,20150101
2016,Roraima,Dezembro,136,20160101
1998,Tocantins,Janeiro,0,19980101
1999,Tocantins,Janeiro,36,19990101
2000,Tocantins,Janeiro,15,20000101
2001,Tocantins,Janeiro,19,20010101
2002,Tocantins,Janeiro,35,20020101
2003,Tocantins,Janeiro,35,20030101
2004,Tocantins,Janeiro,40,20040101
2005,Tocantins,Janeiro,66,20050101
2006,Tocantins,Janeiro,91,20060101
2007,Tocantins,Janeiro,34,20070101
2008,Tocantins,Janeiro,28,20080101
2009,Tocantins,Janeiro,43,20090101
2010,Tocantins,Janeiro,79,20100101
2011,Tocantins,Janeiro,14,20110101
2012,Tocantins,Janeiro,12,20120101
2013,Tocantins,Janeiro,50,20130101
2014,Tocantins,Janeiro,89,20140101
2015,Tocantins,Janeiro,186,20150101
2016,Tocantins,Janeiro,42,20160101
2017,Tocantins,Janeiro,61,20170101
1998,Tocantins,Fevereiro,0,19980101
1999,Tocantins,Fevereiro,1,19990101
2000,Tocantins,Fevereiro,6,20000101
2001,Tocantins,Fevereiro,6,20010101
2002,Tocantins,Fevereiro,48,20020101
2003,Tocantins,Fevereiro,15,20030101
2004,Tocantins,Fevereiro,7,20040101
2005,Tocantins,Fevereiro,27,20050101
2006,Tocantins,Fevereiro,14,20060101
2007,Tocantins,Fevereiro,8,20070101
2008,Tocantins,Fevereiro,6,20080101
2009,Tocantins,Fevereiro,21,20090101
2010,Tocantins,Fevereiro,32,20100101
2011,Tocantins,Fevereiro,13,20110101
2012,Tocantins,Fevereiro,45,20120101
2013,Tocantins,Fevereiro,37,20130101
2014,Tocantins,Fevereiro,73,20140101
2015,Tocantins,Fevereiro,65,20150101
2016,Tocantins,Fevereiro,383,20160101
2017,Tocantins,Fevereiro,25,20170101
1998,Tocantins,Mar�o,0,19980101
1999,Tocantins,Mar�o,1,19990101
2000,Tocantins,Mar�o,4,20000101
2001,Tocantins,Mar�o,0,20010101
2002,Tocantins,Mar�o,33,20020101
2003,Tocantins,Mar�o,19,20030101
2004,Tocantins,Mar�o,23,20040101
2005,Tocantins,Mar�o,13,20050101
2006,Tocantins,Mar�o,11,20060101
2007,Tocantins,Mar�o,99,20070101
2008,Tocantins,Mar�o,4,20080101
2009,Tocantins,Mar�o,23,20090101
2010,Tocantins,Mar�o,120,20100101
2011,Tocantins,Mar�o,16,20110101
2012,Tocantins,Mar�o,80,20120101
2013,Tocantins,Mar�o,60,20130101
2014,Tocantins,Mar�o,58,20140101
2015,Tocantins,Mar�o,85,20150101
2016,Tocantins,Mar�o,165,20160101
2017,Tocantins,Mar�o,98,20170101
1998,Tocantins,Abril,0,19980101
1999,Tocantins,Abril,9,19990101
2000,Tocantins,Abril,0,20000101
2001,Tocantins,Abril,19,20010101
2002,Tocantins,Abril,37,20020101
2003,Tocantins,Abril,64,20030101
2004,Tocantins,Abril,52,20040101
2005,Tocantins,Abril,52,20050101
2006,Tocantins,Abril,4,20060101
2007,Tocantins,Abril,22,20070101
2008,Tocantins,Abril,46,20080101
2009,Tocantins,Abril,5,20090101
2010,Tocantins,Abril,419,20100101
2011,Tocantins,Abril,106,20110101
2012,Tocantins,Abril,226,20120101
2013,Tocantins,Abril,130,20130101
2014,Tocantins,Abril,187,20140101
2015,Tocantins,Abril,88,20150101
2016,Tocantins,Abril,369,20160101
2017,Tocantins,Abril,164,20170101
1998,Tocantins,Maio,0,19980101
1999,Tocantins,Maio,24,19990101
2000,Tocantins,Maio,69,20000101
2001,Tocantins,Maio,48,20010101
2002,Tocantins,Maio,138,20020101
2003,Tocantins,Maio,96,20030101
2004,Tocantins,Maio,350,20040101
2005,Tocantins,Maio,236,20050101
2006,Tocantins,Maio,35,20060101
2007,Tocantins,Maio,250,20070101
2008,Tocantins,Maio,81,20080101
2009,Tocantins,Maio,91,20090101
2010,Tocantins,Maio,580,20100101
2011,Tocantins,Maio,354,20110101
2012,Tocantins,Maio,467,20120101
2013,Tocantins,Maio,373,20130101
2014,Tocantins,Maio,618,20140101
2015,Tocantins,Maio,512,20150101
2016,Tocantins,Maio,778,20160101
2017,Tocantins,Maio,576,20170101
1998,Tocantins,Junho,252,19980101
1999,Tocantins,Junho,113,19990101
2000,Tocantins,Junho,278,20000101
2001,Tocantins,Junho,305,20010101
2002,Tocantins,Junho,396,20020101
2003,Tocantins,Junho,329,20030101
2004,Tocantins,Junho,1.079,20040101
2005,Tocantins,Junho,669,20050101
2006,Tocantins,Junho,289,20060101
2007,Tocantins,Junho,591,20070101
2008,Tocantins,Junho,282,20080101
2009,Tocantins,Junho,421,20090101
2010,Tocantins,Junho,767,20100101
2011,Tocantins,Junho,717,20110101
2012,Tocantins,Junho,922,20120101
2013,Tocantins,Junho,873,20130101
2014,Tocantins,Junho,1.372,20140101
2015,Tocantins,Junho,1.15,20150101
2016,Tocantins,Junho,1.148,20160101
2017,Tocantins,Junho,1.32,20170101
1998,Tocantins,Julho,640,19980101
1999,Tocantins,Julho,373,19990101
2000,Tocantins,Julho,500,20000101
2001,Tocantins,Julho,830,20010101
2002,Tocantins,Julho,976,20020101
2003,Tocantins,Julho,762,20030101
2004,Tocantins,Julho,1.389,20040101
2005,Tocantins,Julho,1.082,20050101
2006,Tocantins,Julho,430,20060101
2007,Tocantins,Julho,982,20070101
2008,Tocantins,Julho,441,20080101
2009,Tocantins,Julho,989,20090101
2010,Tocantins,Julho,2.408,20100101
2011,Tocantins,Julho,1.001,20110101
2012,Tocantins,Julho,1.693,20120101
2013,Tocantins,Julho,1.393,20130101
2014,Tocantins,Julho,1.404,20140101
2015,Tocantins,Julho,1.217,20150101
2016,Tocantins,Julho,2.737,20160101
2017,Tocantins,Julho,2.397,20170101
1998,Tocantins,Agosto,3.747,19980101
1999,Tocantins,Agosto,1.284,19990101
2000,Tocantins,Agosto,1.949,20000101
2001,Tocantins,Agosto,2.242,20010101
2002,Tocantins,Agosto,3.027,20020101
2003,Tocantins,Agosto,1.339,20030101
2004,Tocantins,Agosto,1.776,20040101
2005,Tocantins,Agosto,1.84,20050101
2006,Tocantins,Agosto,1.277,20060101
2007,Tocantins,Agosto,4.747,20070101
2008,Tocantins,Agosto,845,20080101
2009,Tocantins,Agosto,1.124,20090101
2010,Tocantins,Agosto,7.865,20100101
2011,Tocantins,Agosto,1.668,20110101
2012,Tocantins,Agosto,4.28,20120101
2013,Tocantins,Agosto,1.81,20130101
2014,Tocantins,Agosto,2.917,20140101
2015,Tocantins,Agosto,2.54,20150101
2016,Tocantins,Agosto,3.213,20160101
2017,Tocantins,Agosto,3.536,20170101
1998,Tocantins,Setembro,5.149,19980101
1999,Tocantins,Setembro,3.415,19990101
2000,Tocantins,Setembro,2.552,20000101
2001,Tocantins,Setembro,4.839,20010101
2002,Tocantins,Setembro,5.314,20020101
2003,Tocantins,Setembro,4.637,20030101
2004,Tocantins,Setembro,5.308,20040101
2005,Tocantins,Setembro,5.319,20050101
2006,Tocantins,Setembro,2.979,20060101
2007,Tocantins,Setembro,6.829,20070101
2008,Tocantins,Setembro,2.39,20080101
2009,Tocantins,Setembro,2.017,20090101
2010,Tocantins,Setembro,10.172,20100101
2011,Tocantins,Setembro,4.658,20110101
2012,Tocantins,Setembro,7.46,20120101
2013,Tocantins,Setembro,2.445,20130101
2014,Tocantins,Setembro,3.52,20140101
2015,Tocantins,Setembro,5.51,20150101
2016,Tocantins,Setembro,3.245,20160101
2017,Tocantins,Setembro,10.737,20170101
1998,Tocantins,Outubro,1.738,19980101
1999,Tocantins,Outubro,1.378,19990101
2000,Tocantins,Outubro,1.053,20000101
2001,Tocantins,Outubro,684,20010101
2002,Tocantins,Outubro,1.537,20020101
2003,Tocantins,Outubro,1.339,20030101
2004,Tocantins,Outubro,1.658,20040101
2005,Tocantins,Outubro,2.913,20050101
2006,Tocantins,Outubro,1.176,20060101
2007,Tocantins,Outubro,2.252,20070101
2008,Tocantins,Outubro,2.832,20080101
2009,Tocantins,Outubro,718,20090101
2010,Tocantins,Outubro,2.272,20100101
2011,Tocantins,Outubro,1.591,20110101
2012,Tocantins,Outubro,3.68,20120101
2013,Tocantins,Outubro,2.155,20130101
2014,Tocantins,Outubro,4,20140101
2015,Tocantins,Outubro,4.844,20150101
2016,Tocantins,Outubro,2.032,20160101
2017,Tocantins,Outubro,2.969,20170101
1998,Tocantins,Novembro,1,19980101
1999,Tocantins,Novembro,29,19990101
